,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,State_x,Governor,Sex,DOB,Inauguration_Date,Age_at_Inauguration,Time_In_Office,Current_Age,Party,Current_Age_Whole_Yrs,Current_Age_Added_Days,Current_Age_Years,NAME,POPESTIMATE2019,State_and_Other_Areas,TotalArea_SqMi,LandArea_SqMi,Location_x,2017_Median_HHI,Med_HHI_thousands,State_y,GDP_Millions,Pct_of_US,GDP_Billions,State,SAHO_Date_Announced,SAHO_Effective_Date,Location_y,Pct_Children_0to18,Pct_Adults_19to25,Pct_Adults_26to34,Pct_Adults_35to54,Pct_Adults_55to64,Pct_65Plus,DeathsPerMillion,Population_Density,Last_Update_Converted,DOB_Converted,Inauguration_Date_Converted,SAHO_Effective_Date_Converted,Gov_Age_at_Onset,Gov_Tenure_at_Onset,SAHO_Response_Time
24,Missouri,US,2020-07-25 04:47:52,38.4561,-92.2884,39635,1195,,38440.0,29,645.7916899391732,612615.0,,3.01501198435726,84000029,USA,9981.624224349353,,Missouri,Mike Parson,M,9/17/1955,6/1/2018,"62 years, 257 days","2 years, 55 days","64 years, 313 days",Republican,64,313,64.85753425,Missouri,6137428,Missouri,69707,68742,Missouri,"$53,578 ",53.58,Missouri,"336,816",1.6,336.816,Missouri,3-Apr,4/6/2020,Missouri,24,9,12,25,14,17,194.7069684564935,89.28206918623258,2020-07-25 04:47:52,1955-09-17 00:00:00,2018-06-01 00:00:00,2020-04-06 00:00:00,64.3462904782439,19.68007556623339,76.0
25,Montana,US,2020-07-25 04:47:52,46.9219,-110.4544,3038,46,1815.0,1177.0,30,284.24986292756773,149200.0,191.0,1.5141540487162608,84000030,USA,13959.868185909516,6.287030941408823,Montana,Steve Bullock,M,4/11/1966,1/7/2013,"46 years, 271 days","7 years, 201 days","54 years, 106 days",Democratic,54,106,54.29041096,Montana,1068778,Montana,147040,145546,Montana,"$53,386 ",53.39,Montana,"52,948",0.2,52.948,Montana,26-Mar,3/28/2020,Montana,23,8,11,24,15,19,43.03980807988189,7.343231693072981,2020-07-25 04:47:52,1966-04-11 00:00:00,2013-01-07 00:00:00,2020-03-28 00:00:00,53.780707338275256,84.43705209552557,67.0
26,Nebraska,US,2020-07-25 04:47:52,41.1254,-98.2681,24174,316,17745.0,6113.0,31,1249.684658045252,249074.0,1548.0,1.30718954248366,84000031,USA,12875.980661783864,6.403574087862992,Nebraska,Pete Ricketts,M,8/19/1964,1/8/2015,"50 years, 142 days","5 years, 200 days","55 years, 342 days",Republican,55,342,55.9369863,Nebraska,1934408,Nebraska,77348,76824,Nebraska,"$59,970 ",59.97,Nebraska,"129,098",0.6,129.09799999999998,Nebraska,,,Nebraska,26,9,12,25,13,16,163.35747163990223,25.17973549932313,2020-07-25 04:47:52,1964-08-19 00:00:00,2015-01-08 00:00:00,2020-07-24 00:00:00,55.423451542468364,60.42013183022239,185.0
27,Nevada,US,2020-07-25 04:47:52,38.3135,-117.0554,40885,722,994.0,39169.0,32,1327.367834616169,421871.0,,1.765928824752354,84000032,USA,13696.416674999578,,Nevada,Steve Sisolak,M,12/26/1953,1/7/2019,"65 years, 12 days","1 year, 201 days","66 years, 213 days",Democratic,66,213,66.58356164,Nevada,3080156,Nevada,110572,109781,Nevada,"$58,003 ",58.0,Nevada,"180,406",0.8,180.40599999999998,Nevada,1-Apr,4/1/2020,Nevada,24,8,13,27,13,16,234.4037120197808,28.057277670999536,2020-07-25 04:47:52,1953-12-26 00:00:00,2019-01-07 00:00:00,2020-04-01 00:00:00,66.07117189264666,12.452001067783733,71.0
28,New Hampshire,US,2020-07-25 04:47:52,43.4525,-71.5639,6375,407,5345.0,623.0,33,468.84963054649114,149792.0,681.0,6.3843137254901965,84000033,USA,11016.458644520784,10.68235294117647,New Hampshire,Chris Sununu,M,11/5/1974,1/5/2017,"42 years, 61 days","3 years, 203 days","45 years, 264 days",Republican,45,264,45.72328767,New Hampshire,1359711,New Hampshire,9349,8953,New Hampshire,"$73,381 ",73.38,New Hampshire,"89,836",0.4,89.836,New Hampshire,26-Mar,3/27/2020,New Hampshire,20,8,11,26,16,18,299.3283131488971,151.87210990729363,2020-07-25 04:47:52,1974-11-05 00:00:00,2017-01-05 00:00:00,2020-03-27 00:00:00,45.21105840640123,36.501776217170786,66.0
29,New Jersey,US,2020-07-25 04:47:52,40.2989,-74.521,178345,15765,32001.0,130579.0,34,2007.8944494544699,1887644.0,21184.0,8.839608623734895,84000034,USA,21252.011046825162,11.87810143261656,New Jersey,Phil Murphy,M,8/16/1957,1/16/2018,"60 years, 153 days","2 years, 192 days","62 years, 345 days",Democratic,62,345,62.94520548,New Jersey,8882190,New Jersey,8723,7354,New Jersey,"$80,088 ",80.09,New Jersey,"652,412",3.0,652.4119999999999,New Jersey,20-Mar,3/21/2020,New Jersey,23,8,11,27,14,16,1774.9001090947165,1207.803916236062,2020-07-25 04:47:52,1957-08-16 00:00:00,2018-01-16 00:00:00,2020-03-21 00:00:00,62.43249348035894,24.148339801638638,60.0
30,New Mexico,US,2020-07-25 04:47:52,34.8405,-106.2485,18475,601,7056.0,10818.0,35,881.092354216772,496985.0,2500.0,3.2530446549391066,84000035,USA,23701.74201138958,13.531799729364007,New Mexico,Michelle Lujan Grisham,F,10/24/1959,1/1/2019,"59 years, 69 days","1 year, 207 days","60 years, 276 days",Democratic,60,276,60.75616438,New Mexico,2096829,New Mexico,121590,121298,New Mexico,"$46,744 ",46.74,New Mexico,"105,263",0.5,105.26299999999999,New Mexico,23-Mar,3/24/2020,New Mexico,24,9,12,24,13,18,286.62327733925844,17.286591699780704,2020-07-25 04:47:52,1959-10-24 00:00:00,2019-01-01 00:00:00,2020-03-24 00:00:00,60.244905781775124,12.649130372286905,63.0
31,New York,US,2020-07-25 04:47:52,42.1657,-74.9481,410450,32596,72552.0,305302.0,36,2109.8964863039732,5444845.0,89995.0,7.9415275916676835,84000036,USA,27988.937346740786,21.92593494944573,New York,Andrew Cuomo,M,12/6/1957,1/1/2011,"53 years, 26 days","9 years, 207 days","62 years, 233 days",Democratic,62,233,62.63835616,New York,19453561,New York,54555,47126,New York,"$64,894 ",64.89,New York,"1,751,674",8.1,1751.674,New York,20-Mar,3/22/2020,New York,22,9,13,26,14,16,1675.5801161545694,412.79890081908076,2020-07-25 04:47:52,1957-12-06 00:00:00,2011-01-01 00:00:00,2020-03-22 00:00:00,62.12584789557623,108.65110166533194,61.0
32,North Carolina,US,2020-07-25 04:47:52,35.6301,-79.8064,109728,1789,78707.0,29232.0,37,1046.2158769895436,1550297.0,,1.6303951589384658,84000037,USA,14781.50823353436,,North Carolina,Roy Cooper,M,6/13/1957,1/1/2017,"59 years, 202 days","3 years, 207 days","63 years, 43 days",Democratic,63,43,63.11780822,North Carolina,10488084,North Carolina,53819,48618,North Carolina,"$52,752 ",52.75,North Carolina,"596,383",2.7,596.383,North Carolina,27-Mar,3/30/2020,North Carolina,24,8,12,26,13,16,170.57453010483133,215.72429964210787,2020-07-25 04:47:52,1957-06-13 00:00:00,2017-01-01 00:00:00,2020-03-30 00:00:00,62.60771952880621,36.63319575350623,69.0
33,North Dakota,US,2020-07-25 04:47:52,47.5289,-99.784,5614,99,4545.0,970.0,38,736.6854665368436,142708.0,325.0,1.7634485215532598,84000038,USA,18726.560306116822,5.789098681866761,North Dakota,Doug Burgum,M,8/1/1956,12/15/2016,"60 years, 136 days","3 years, 224 days","63 years, 360 days",Republican,63,360,63.98630137,North Dakota,762062,North Dakota,70698,69001,North Dakota,"$61,843 ",61.84,North Dakota,"57,400",0.3,57.4,North Dakota,,,North Dakota,24,11,14,23,13,15,129.91068968141698,11.044216750481876,2020-07-25 04:47:52,1956-08-01 00:00:00,2016-12-15 00:00:00,2020-07-24 00:00:00,63.472898143014575,37.19172878293189,185.0
34,Ohio,US,2020-07-25 04:47:52,40.3888,-82.7649,81746,3297,56823.0,21626.0,39,699.3352781651282,1267628.0,10072.0,4.033224867271793,84000039,USA,10844.530374451413,12.321092163530937,Ohio,Mike DeWine,M,1/5/1947,1/14/2019,"72 years, 9 days","1 year, 194 days","73 years, 203 days",Republican,73,203,73.55616438,Ohio,11689100,Ohio,44826,40861,Ohio,"$54,021 ",54.02,Ohio,"706,764",3.3,706.7639999999999,Ohio,22-Mar,3/23/2020,Ohio,23,9,12,25,14,17,282.05764344560316,286.0698465529478,2020-07-25 04:47:52,1947-01-05 00:00:00,2019-01-14 00:00:00,2020-03-23 00:00:00,73.0446210394464,12.222016879196698,62.0
35,Oklahoma,US,2020-07-25 04:47:52,35.5653,-96.9289,29116,484,23277.0,5355.0,40,735.8153496702404,523042.0,2687.0,1.6623162522324495,84000040,USA,13218.24193303413,9.228602830059074,Oklahoma,Kevin Stitt,M,12/28/1972,1/14/2019,"46 years, 17 days","1 year, 194 days","47 years, 211 days",Republican,47,211,47.57808219,Oklahoma,3956971,Oklahoma,69899,68595,Oklahoma,"$50,051 ",50.05,Oklahoma,"207,381",1.0,207.38099999999997,Oklahoma,,,Oklahoma,26,9,13,24,13,16,122.31578143989431,57.68599752168525,2020-07-25 04:47:52,1972-12-28 00:00:00,2019-01-14 00:00:00,2020-07-24 00:00:00,47.06462145013245,12.222016879196698,185.0
36,Oregon,US,2020-07-25 04:47:52,44.572,-122.0709,16104,282,3541.0,12281.0,41,381.816125566862,366567.0,1474.0,1.7511177347242919,84000041,USA,8691.082445396667,9.153005464480874,Oregon,Kate Brown,F,6/21/1960,2/18/2015,"54 years, 242 days","5 years, 159 days","60 years, 35 days",Democratic,60,35,60.09589041,Oregon,4217737,Oregon,98379,95988,Oregon,"$60,212 ",60.21,Oregon,"255,418",1.2,255.418,Oregon,23-Mar,3/23/2020,Oregon,22,8,13,26,13,18,66.86049888838494,43.9402529482852,2020-07-25 04:47:52,1960-06-21 00:00:00,2015-02-18 00:00:00,2020-03-23 00:00:00,59.58507019309089,59.07308158278404,62.0
37,Pennsylvania,US,2020-07-25 04:47:52,40.5908,-77.2098,110292,7116,79178.0,23998.0,42,861.5223774993087,1104948.0,,6.4519638777064525,84000042,USA,8631.065063405382,,Pennsylvania,Tom Wolf,M,11/17/1948,1/20/2015,"66 years, 64 days","5 years, 188 days","71 years, 252 days",Democratic,71,252,71.69041096,Pennsylvania,12801989,Pennsylvania,46054,44743,Pennsylvania,"$59,195 ",59.2,Pennsylvania,"824,603",3.8,824.6030000000001,Pennsylvania,23-Mar,4/1/2020,Pennsylvania,22,8,12,25,14,18,555.8511259461322,286.1227231075252,2020-07-25 04:47:52,1948-11-17 00:00:00,2015-01-20 00:00:00,2020-04-01 00:00:00,71.17736846068023,60.02587322121604,71.0
38,Rhode Island,US,2020-07-25 04:47:52,41.6809,-71.5118,18224,1002,1769.0,15453.0,44,1720.2823211350994,190028.0,2146.0,5.498244073748904,84000044,USA,17937.983369219746,11.775680421422301,Rhode Island,Gina Raimondo,F,5/17/1971,1/6/2015,"43 years, 234 days","5 years, 202 days","49 years, 70 days",Democratic,49,70,49.19178082,Rhode Island,1059361,Rhode Island,1545,1034,Rhode Island,"$63,870 ",63.87,Rhode Island,"64,441",0.3,64.441,Rhode Island,28-Mar,3/28/2020,Rhode Island,20,9,13,26,15,17,945.8532077356067,1024.527079303675,2020-07-25 04:47:52,1971-05-17 00:00:00,2015-01-06 00:00:00,2020-03-28 00:00:00,48.682724491262654,60.48584159839011,67.0
39,South Carolina,US,2020-07-25 04:47:52,33.8569,-80.945,78607,1385,29378.0,47844.0,45,1526.7307525723902,629372.0,4827.0,1.7619295991451145,84000045,USA,12223.867940615852,6.140674494637882,South Carolina,Henry McMaster,M,5/27/1947,1/24/2017,"69 years, 242 days","3 years, 184 days","73 years, 60 days",Republican,73,60,73.16438356,South Carolina,5148714,South Carolina,32020,30061,South Carolina,"$50,570 ",50.57,South Carolina,"249,958",1.2,249.958,South Carolina,,,South Carolina,23,9,11,25,14,18,268.99921028823894,171.2755397358704,2020-07-25 04:47:52,1947-05-27 00:00:00,2017-01-24 00:00:00,2020-07-24 00:00:00,72.65583824445403,35.877533419577404,185.0
40,South Dakota,US,2020-07-25 04:47:52,44.2998,-99.4388,8200,122,7261.0,817.0,46,926.9108210056078,103490.0,796.0,1.4878048780487805,84000046,USA,11698.292788520776,9.707317073170731,South Dakota,Kristi Noem,F,11/30/1971,1/5/2019,"47 years, 36 days","1 year, 203 days","48 years, 239 days",Republican,48,239,48.65479452,South Dakota,884659,South Dakota,77116,75811,South Dakota,"$56,521 ",56.52,South Dakota,"54,057",0.2,54.056999999999995,South Dakota,,,South Dakota,26,9,11,24,14,16,137.90624410083433,11.66926963105618,2020-07-25 04:47:52,1971-11-30 00:00:00,2019-01-05 00:00:00,2020-07-24 00:00:00,48.14335681088592,12.517710835951457,185.0
41,Tennessee,US,2020-07-25 04:47:52,35.7478,-86.6923,89078,938,52983.0,35157.0,47,1304.3744382556367,1322613.0,4120.0,1.0530097218168346,84000047,USA,19367.100618610682,4.625159972159231,Tennessee,Bill Lee,M,10/9/1959,1/19/2019,"59 years, 102 days","1 year, 189 days","60 years, 291 days",Republican,60,291,60.79726027,Tennessee,6829174,Tennessee,42144,41235,Tennessee,"$51,340 ",51.34,Tennessee,"385,741",1.8,385.741,Tennessee,30-Mar,3/31/2020,Tennessee,24,9,12,26,13,16,137.35189643725582,165.61595731781253,2020-07-25 04:47:52,1959-10-09 00:00:00,2019-01-19 00:00:00,2020-03-31 00:00:00,60.28597438687995,12.057742458777387,70.0
42,Texas,US,2020-07-25 04:47:52,31.0545,-97.5635,380364,4790,212216.0,163358.0,48,1311.7863188912934,3231931.0,,1.2593200197705356,84000048,USA,11146.172796060242,,Texas,Greg Abbott,M,11/13/1957,1/20/2015,"57 years, 68 days","5 years, 188 days","62 years, 256 days",Republican,62,256,62.70136986,Texas,28995881,Texas,268596,261232,Texas,"$59,206 ",59.21,Texas,"1,918,065",8.8,1918.065,Texas,31-Mar,4/2/2020,Texas,27,9,13,26,11,13,165.19587730409017,110.99666579898327,2020-07-25 04:47:52,1957-11-13 00:00:00,2015-01-20 00:00:00,2020-04-02 00:00:00,62.18881975673696,60.02587322121604,72.0
43,Utah,US,2020-07-25 04:47:52,40.15,-111.8624,36962,273,23715.0,12974.0,49,1152.9159146813527,494071.0,2188.0,0.7385963962989016,84000049,USA,15411.025347181716,5.9195930956117095,Utah,Gary Herbert,M,5/7/1947,8/11/2009,"62 years, 96 days","10 years, 350 days","73 years, 80 days",Republican,73,80,73.21917808,Utah,3205958,Utah,84897,82170,Utah,"$68,358 ",68.36,Utah,"192,013",0.9,192.013,Utah,,,Utah,31,11,13,24,10,11,85.1539539819299,39.01616161616162,2020-07-25 04:47:52,1947-05-07 00:00:00,2009-08-11 00:00:00,2020-07-24 00:00:00,72.7105963845938,125.34138277993388,185.0
44,Vermont,US,2020-07-25 04:47:52,44.0459,-72.7107,1385,56,1177.0,152.0,50,221.95904094463202,87692.0,,4.043321299638989,84000050,USA,14053.452865355,,Vermont,Phil Scott,M,8/4/1958,1/5/2017,"58 years, 154 days","3 years, 203 days","61 years, 357 days",Republican,61,357,61.97808219,Vermont,623989,Vermont,9616,9217,Vermont,"$57,513 ",57.51,Vermont,"35,271",0.2,35.271,Vermont,24-Mar,3/24/2020,Vermont,19,8,11,25,16,20,89.74517178988732,67.69979385917327,2020-07-25 04:47:52,1958-08-04 00:00:00,2017-01-05 00:00:00,2020-03-24 00:00:00,61.466012306892,36.501776217170786,63.0
45,Virginia,US,2020-07-25 04:47:52,37.7693,-78.17,82364,2067,10576.0,69721.0,51,964.9559681139484,990299.0,11826.0,2.5095915691321453,84000051,USA,11602.094729096145,14.358214754018743,Virginia,Ralph Northam,M,9/13/1959,1/13/2018,"58 years, 122 days","2 years, 195 days","60 years, 317 days",Democratic,60,317,60.86849315,Virginia,8535519,Virginia,42775,39490,Virginia,"$71,535 ",71.54,Virginia,"561,846",2.6,561.846,Virginia,30-Mar,3/30/2020,Virginia,24,9,12,26,13,16,242.16453621625115,216.1438085591289,2020-07-25 04:47:52,1959-09-13 00:00:00,2018-01-13 00:00:00,2020-03-30 00:00:00,60.35715996906165,24.246904453890224,69.0
46,Washington,US,2020-07-25 04:47:52,47.4009,-121.4905,50824,1495,,49329.0,53,667.4289448321862,870763.0,5276.0,2.9415236895954666,84000053,USA,11434.999808927061,10.380922398866677,Washington,Jay Inslee,M,2/9/1951,1/16/2013,"61 years, 342 days","7 years, 192 days","69 years, 168 days",Democratic,69,168,69.46027397,Washington,7614893,Washington,71298,66456,Washington,"$70,979 ",70.98,Washington,"610,488",2.8,610.488,Washington,23-Mar,3/23/2020,Washington,23,8,14,26,13,16,196.32580523455812,114.58548513302034,2020-07-25 04:47:52,1951-02-09 00:00:00,2013-01-16 00:00:00,2020-03-23 00:00:00,68.94871215699159,84.14135813877081,62.0
47,West Virginia,US,2020-07-25 04:47:52,38.4912,-80.9545,5653,103,4013.0,1537.0,54,315.43171402792285,253173.0,,1.8220413939501148,84000054,USA,14126.798750325725,,West Virginia,Jim Justice,M,4/27/1951,1/16/2017,"65 years, 264 days","3 years, 192 days","69 years, 90 days",Republican,69,90,69.24657534,West Virginia,1792147,West Virginia,24230,24038,West Virginia,"$43,469 ",43.47,West Virginia,"78,507",0.4,78.507,West Virginia,23-Mar,3/24/2020,West Virginia,21,8,11,25,15,20,57.472963992351076,74.5547466511357,2020-07-25 04:47:52,1951-04-27 00:00:00,2017-01-16 00:00:00,2020-03-24 00:00:00,68.73789331745347,36.140372492248304,63.0
48,Wisconsin,US,2020-07-25 04:47:52,44.2685,-89.6165,46917,878,36333.0,9706.0,55,805.7970257799402,846007.0,4327.0,1.8713899013150883,84000055,USA,14530.126060681838,9.222669821173564,Wisconsin,Tony Evers,M,11/5/1951,1/7/2019,"67 years, 63 days","1 year, 201 days","68 years, 264 days",Democratic,68,264,68.72328767,Wisconsin,5822434,Wisconsin,65496,54158,Wisconsin,"$59,305 ",59.31,Wisconsin,"351,922",1.6,351.92199999999997,Wisconsin,24-Mar,3/25/2020,Wisconsin,23,9,11,26,14,17,150.79604165543137,107.50829055725839,2020-07-25 04:47:52,1951-11-05 00:00:00,2019-01-07 00:00:00,2020-03-25 00:00:00,68.21221517211168,12.452001067783733,64.0
49,Wyoming,US,2020-07-25 04:47:52,42.756,-107.3025,2405,25,1857.0,523.0,56,415.544293911628,48228.0,155.0,1.0395010395010396,84000056,USA,8333.002164977133,6.4449064449064455,Wyoming,Mark Gordon,M,3/14/1957,1/7/2019,"61 years, 299 days","1 year, 201 days","63 years, 134 days",Republican,63,134,63.36712329,Wyoming,578759,Wyoming,97813,97093,Wyoming,"$60,434 ",60.43,Wyoming,"39,794",0.2,39.794000000000004,Wyoming,,,Wyoming,24,8,12,24,14,17,43.19587254798629,5.960872565478459,2020-07-25 04:47:52,1957-03-14 00:00:00,2019-01-07 00:00:00,2020-07-24 00:00:00,62.85686906644216,12.452001067783733,185.0
